AA,AR,AN,AD,AC,AE,AQ,AG,AH,AI,AL,AK,AM,AF,AP,AS,AT,AW,AY,AV,RA,RR,RN,RD,RC,RE,RQ,RG,RH,RI,RL,RK,RM,RF,RP,RS,RT,RW,RY,RV,NA,NR,NN,ND,NC,NE,NQ,NG,NH,NI,NL,NK,NM,NF,NP,NS,NT,NW,NY,NV,DA,DR,DN,DD,DC,DE,DQ,DG,DH,DI,DL,DK,DM,DF,DP,DS,DT,DW,DY,DV,CA,CR,CN,CD,CC,CE,CQ,CG,CH,CI,CL,CK,CM,CF,CP,CS,CT,CW,CY,CV,EA,ER,EN,ED,EC,EE,EQ,EG,EH,EI,EL,EK,EM,EF,EP,ES,ET,EW,EY,EV,QA,QR,QN,QD,QC,QE,QQ,QG,QH,QI,QL,QK,QM,QF,QP,QS,QT,QW,QY,QV,GA,GR,GN,GD,GC,GE,GQ,GG,GH,GI,GL,GK,GM,GF,GP,GS,GT,GW,GY,GV,HA,HR,HN,HD,HC,HE,HQ,HG,HH,HI,HL,HK,HM,HF,HP,HS,HT,HW,HY,HV,IA,IR,IN,ID,IC,IE,IQ,IG,IH,II,IL,IK,IM,IF,IP,IS,IT,IW,IY,IV,LA,LR,LN,LD,LC,LE,LQ,LG,LH,LI,LL,LK,LM,LF,LP,LS,LT,LW,LY,LV,KA,KR,KN,KD,KC,KE,KQ,KG,KH,KI,KL,KK,KM,KF,KP,KS,KT,KW,KY,KV,MA,MR,MN,MD,MC,ME,MQ,MG,MH,MI,ML,MK,MM,MF,MP,MS,MT,MW,MY,MV,FA,FR,FN,FD,FC,FE,FQ,FG,FH,FI,FL,FK,FM,FF,FP,FS,FT,FW,FY,FV,PA,PR,PN,PD,PC,PE,PQ,PG,PH,PI,PL,PK,PM,PF,PP,PS,PT,PW,PY,PV,SA,SR,SN,SD,SC,SE,SQ,SG,SH,SI,SL,SK,SM,SF,SP,SS,ST,SW,SY,SV,TA,TR,TN,TD,TC,TE,TQ,TG,TH,TI,TL,TK,TM,TF,TP,TS,TT,TW,TY,TV,WA,WR,WN,WD,WC,WE,WQ,WG,WH,WI,WL,WK,WM,WF,WP,WS,WT,WW,WY,WV,YA,YR,YN,YD,YC,YE,YQ,YG,YH,YI,YL,YK,YM,YF,YP,YS,YT,YW,YY,YV,VA,VR,VN,VD,VC,VE,VQ,VG,VH,VI,VL,VK,VM,VF,VP,VS,VT,VW,VY,VV,target
17,25,38,22,4,19,11,153,3,29,15,10,5,91,14,901,57,26,34,8,39,38,24,59,0,37,29,131,0,3,22,1,0,8,18,25,52,3,13,26,2,12,13,0,0,136,49,10,0,13,5,2,0,2,7,21,90,1,32,17,4,62,9,4,0,22,7,25,3,5,7,3,2,1,10,47,115,1,16,3,965,0,0,0,0,0,0,0,0,2,0,0,0,1,1,34,2,0,1,1,96,12,13,6,1,12,373,44,2,5,92,36,1,4,7,22,69,2,4,15,14,13,7,12,0,28,6,131,70,1,10,0,0,146,69,17,9,2,413,4,109,90,66,50,0,155,83,244,14,31,99,19,10,16,52,117,174,9,171,50,1,6,2,2,0,10,3,7,0,0,6,0,1,83,3,5,6,1,3,1,5,12,12,8,0,11,18,14,4,2,8,4,1,3,3,26,12,1,34,4,106,18,26,25,0,21,20,85,17,5,18,8,2,123,14,36,51,7,15,23,5,6,13,4,0,7,7,20,0,1,37,4,2,2,2,3,16,0,1,3,3,3,2,3,0,1,2,9,0,0,2,1,0,0,1,2,2,1,2,2,2,11,14,2,0,3,4,26,0,1,4,3,1,349,7,15,11,1,7,3,9,28,15,14,0,11,78,77,3,4,32,3,0,4,14,29,28,5,22,3,55,136,51,46,2,82,74,240,17,43,218,28,9,54,133,788,69,12,122,67,23,22,28,63,0,72,179,205,2,31,14,5,0,133,11,94,12,4,25,10,4,7,0,7,0,5,2,11,0,2,0,3,0,0,1,22,13,0,0,2,1,11,67,1,0,168,3,81,1,1,3,1,0,439,5,24,124,1,9,1,22,16,12,18,0,16,4,46,4,3,28,2,2,5,7,18,21,2,17,7,5
19,32,33,33,4,18,16,185,4,34,18,8,2,96,14,924,39,27,31,7,37,34,21,52,0,34,27,132,7,7,24,12,1,8,14,30,45,4,17,31,2,15,9,2,0,146,39,7,0,18,3,1,1,3,5,24,85,0,29,12,9,55,8,3,0,31,11,24,0,8,10,3,1,9,8,37,131,0,21,5,977,1,0,0,0,0,0,0,0,1,0,0,0,0,0,24,2,0,0,1,103,17,12,9,0,12,406,35,1,3,80,32,2,8,5,14,81,3,8,7,16,13,11,18,0,32,5,122,63,3,11,0,0,160,63,8,17,1,453,14,106,99,85,61,1,154,102,229,17,17,120,16,8,21,40,123,157,16,146,65,1,5,10,2,0,16,2,11,2,0,2,0,0,75,2,4,7,0,3,1,13,10,7,5,0,4,23,26,2,1,8,1,2,3,5,24,6,4,27,2,122,34,17,27,0,17,19,109,16,3,11,4,2,110,14,36,38,2,13,22,13,5,9,5,0,9,6,11,0,2,35,4,0,2,4,3,4,1,3,5,3,2,9,0,0,1,2,8,0,0,1,0,1,0,1,3,3,0,1,1,2,12,9,7,0,2,6,32,3,1,10,4,0,355,6,18,11,0,14,5,11,19,9,14,0,9,71,74,2,3,28,3,2,6,11,35,19,1,22,4,61,134,50,50,1,70,70,246,18,36,224,24,8,57,119,804,85,13,123,59,16,22,13,68,0,88,182,196,4,32,10,7,0,98,13,80,16,0,27,8,2,4,5,5,0,6,1,12,1,1,1,0,0,0,1,21,14,0,1,0,0,11,68,4,0,177,8,72,0,0,2,0,0,483,5,21,97,1,11,4,31,13,16,9,0,12,14,52,3,3,18,2,6,3,13,19,23,2,14,8,5
24,27,33,12,2,23,17,156,5,28,22,5,3,97,16,920,43,29,35,10,47,34,19,58,0,40,37,113,1,6,25,2,3,10,20,37,56,8,8,33,1,12,7,1,0,129,47,10,0,11,3,2,1,2,11,22,82,1,36,14,3,67,18,5,0,27,3,28,4,6,13,2,1,3,9,35,110,7,13,4,975,1,0,0,0,0,0,0,0,1,0,0,0,0,0,25,0,0,0,0,114,12,7,11,0,17,396,60,1,7,68,33,2,4,16,13,83,3,9,7,5,10,10,15,0,33,3,114,68,6,7,1,1,145,73,13,9,4,447,11,108,93,78,50,0,139,89,234,19,25,91,13,5,24,53,109,150,11,144,49,0,7,10,1,0,17,3,7,1,0,1,1,0,82,6,9,4,0,1,2,10,13,9,7,0,4,19,16,1,1,9,2,1,2,8,31,10,1,29,1,109,33,24,24,0,18,12,84,18,5,24,2,3,104,15,34,47,7,17,19,3,4,11,3,0,4,4,16,1,0,34,1,2,0,5,3,10,2,3,2,2,4,8,3,0,3,1,6,0,0,0,1,0,0,0,2,4,0,0,1,5,17,10,6,0,9,5,19,0,1,8,2,1,340,7,14,6,1,11,1,9,28,14,14,0,15,81,79,4,4,28,6,3,6,17,38,35,3,29,7,42,147,40,48,0,91,64,220,20,39,222,24,8,53,125,829,90,19,140,71,10,17,19,78,0,87,177,185,5,29,16,5,1,115,17,86,13,2,24,13,8,7,4,7,0,6,2,21,1,1,4,1,0,2,1,19,12,1,2,3,2,11,60,2,0,181,8,74,0,0,6,3,0,469,5,27,111,0,9,0,30,13,11,13,0,20,7,42,3,4,18,2,0,5,16,26,24,3,11,6,5
26,25,39,18,1,20,19,159,4,33,18,8,1,103,16,943,36,23,31,15,34,28,16,56,0,38,31,131,7,9,34,8,1,8,28,28,54,8,9,22,4,12,9,0,0,134,33,15,3,13,6,0,2,1,7,21,99,0,38,13,9,67,11,1,0,25,13,26,1,5,11,1,2,3,10,43,112,3,20,6,976,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,1,107,14,9,9,0,10,400,42,3,2,81,41,0,7,11,17,69,2,7,12,14,10,8,18,0,40,8,120,60,3,8,4,0,140,67,7,12,0,433,11,108,95,91,72,0,141,96,218,13,14,85,14,13,20,40,101,147,11,156,46,0,7,5,1,0,9,2,8,1,2,4,1,1,76,3,8,5,0,7,1,9,14,8,9,0,4,17,11,0,1,9,1,2,0,8,29,3,2,36,2,119,33,16,26,0,22,18,84,17,6,17,3,4,121,10,37,37,2,22,20,8,8,12,6,0,4,3,21,1,2,43,1,1,0,3,2,6,2,5,4,1,4,7,7,0,2,1,14,0,1,0,2,1,0,1,2,4,1,1,0,4,13,6,1,0,8,8,18,3,1,9,3,1,352,6,19,11,3,9,2,12,23,17,16,0,8,71,78,1,2,30,2,5,5,14,27,27,2,19,6,60,143,54,48,0,78,71,217,22,36,221,32,11,60,116,822,84,12,118,64,20,19,21,61,0,89,161,179,3,32,10,3,2,116,14,69,18,1,30,11,6,6,2,6,0,2,1,17,0,0,4,0,0,1,2,17,7,0,4,1,2,13,61,3,0,186,3,79,0,0,2,3,0,458,4,25,113,1,8,0,19,15,18,11,0,23,7,44,2,3,22,5,2,6,5,29,15,3,8,6,5
36,27,35,24,2,13,8,150,9,39,10,10,2,121,18,921,34,20,31,6,48,30,16,56,0,45,28,122,2,9,26,9,1,4,21,28,52,3,13,21,3,12,14,1,0,147,44,4,0,10,5,1,1,2,3,15,80,1,35,21,6,70,15,3,0,21,15,21,2,5,11,3,0,11,18,50,110,2,21,4,971,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,1,128,15,13,15,0,20,400,43,3,5,77,30,0,1,11,23,88,2,8,6,20,9,7,19,0,31,9,132,67,4,4,4,2,159,66,10,16,1,423,13,100,88,81,60,0,147,99,216,15,18,112,13,10,23,58,103,173,11,136,45,0,7,4,0,0,19,2,7,0,0,4,0,0,75,4,8,9,0,4,1,6,15,7,8,0,11,19,26,0,4,8,3,0,3,2,29,3,0,35,2,86,36,21,35,0,23,18,99,18,4,17,1,1,104,12,33,44,1,15,14,9,6,11,9,0,4,4,13,0,2,34,2,2,0,4,5,10,1,1,1,2,3,7,3,0,1,0,10,0,0,0,1,0,0,1,2,1,0,2,3,7,7,5,8,0,10,5,19,0,1,8,3,1,376,12,20,10,3,15,2,10,31,9,15,0,14,79,97,1,5,20,8,1,3,19,25,18,3,26,4,52,126,54,45,0,80,75,226,14,51,205,25,11,74,113,828,82,19,122,63,14,17,15,59,0,108,174,186,9,21,6,3,4,107,14,80,21,1,30,7,1,8,0,10,0,5,3,16,1,1,0,0,0,0,0,15,10,0,1,0,3,10,72,1,0,173,8,78,1,1,7,1,0,444,5,22,101,1,17,1,14,16,13,17,0,16,6,43,2,1,28,1,0,5,7,19,14,2,11,13,5
25,32,34,24,1,20,20,145,7,28,12,10,1,128,17,913,64,35,28,3,41,26,20,52,0,48,31,104,3,6,19,10,1,9,30,27,50,5,8,21,3,14,16,1,0,135,34,8,1,12,6,2,1,2,11,14,95,1,25,17,6,66,8,6,0,29,7,24,3,3,8,4,1,3,16,39,101,3,23,3,971,1,1,0,0,0,0,0,0,0,0,0,0,0,1,26,1,0,0,1,132,18,11,5,0,14,391,50,2,4,89,45,1,2,6,22,84,3,12,8,9,7,7,16,0,35,8,147,52,5,11,6,1,152,54,5,10,2,410,11,111,83,80,75,1,150,103,208,11,13,112,16,10,23,48,96,173,12,147,65,0,6,3,1,0,14,1,5,1,1,3,2,1,59,6,8,3,0,7,1,5,9,6,4,0,4,13,19,0,2,2,0,1,0,2,32,13,3,33,3,111,31,24,22,0,21,21,106,9,6,15,3,4,134,18,28,42,4,17,23,6,7,16,9,0,4,9,15,1,1,54,2,0,1,4,3,9,2,1,2,5,4,4,3,0,3,1,5,1,0,1,1,0,0,1,2,7,1,1,1,6,8,2,6,0,4,8,22,1,0,4,0,1,404,4,13,12,4,8,2,14,25,15,18,0,10,57,103,2,4,23,6,3,4,11,18,28,3,29,4,57,130,45,40,0,75,58,225,19,37,237,32,12,45,114,783,84,15,108,57,21,17,30,58,0,118,165,207,2,26,17,3,2,111,15,88,26,1,31,7,7,6,3,3,0,8,6,19,1,0,0,3,0,0,2,23,14,0,2,1,5,8,62,1,0,183,7,69,2,2,6,0,0,431,3,16,108,1,2,2,12,13,11,9,0,24,8,56,4,1,20,1,1,1,14,17,21,3,16,4,5
32,31,38,36,1,16,15,196,9,36,25,12,3,112,17,926,31,25,28,16,48,14,21,47,0,42,28,147,0,3,25,6,4,9,24,32,40,3,16,19,4,15,9,3,0,124,35,7,2,13,4,3,1,2,8,22,97,1,31,17,4,65,13,6,1,26,12,25,3,3,6,1,2,7,15,25,122,5,15,4,975,2,0,0,0,0,0,1,0,1,1,0,0,0,1,24,2,0,0,0,118,9,7,7,0,18,383,40,0,8,82,22,0,4,11,15,95,0,12,13,22,8,8,20,0,37,5,116,66,7,5,3,1,139,69,19,14,2,437,14,119,88,83,54,1,150,79,225,13,27,90,11,11,25,34,105,153,12,157,56,0,6,4,1,0,17,3,5,3,0,2,2,0,79,7,5,7,0,3,1,6,15,11,9,0,3,24,14,1,2,10,2,1,2,4,28,10,2,27,2,116,31,20,19,0,28,20,84,21,3,18,7,2,102,15,32,38,3,11,21,7,8,12,7,0,5,3,17,1,0,27,3,0,2,3,6,6,0,3,2,1,1,13,2,0,4,0,7,0,0,0,0,0,0,0,1,5,0,1,3,3,17,6,2,0,3,6,19,1,2,5,2,1,342,4,13,8,2,11,3,19,28,15,17,0,5,89,79,2,2,21,3,3,4,18,28,20,6,18,6,75,136,48,42,4,73,88,194,12,39,230,23,6,43,129,810,90,10,107,64,22,18,16,71,0,98,184,175,7,22,11,5,3,114,13,71,19,1,29,11,6,7,3,4,0,3,3,17,0,0,0,0,0,0,0,21,7,0,1,1,2,11,57,2,0,175,6,78,0,1,1,1,0,460,4,17,106,1,9,2,26,18,14,11,0,17,9,47,4,4,28,6,0,4,7,23,20,0,17,12,5
18,35,45,19,1,16,13,176,4,29,20,12,3,109,9,944,35,25,29,11,43,35,28,64,0,49,30,131,2,7,16,6,1,11,19,32,54,3,16,25,2,8,7,0,1,139,33,7,2,12,2,1,0,1,5,20,91,1,25,20,5,67,10,2,0,21,12,29,0,6,10,2,0,0,7,35,108,3,17,2,985,0,0,0,0,0,0,1,0,0,1,0,0,0,2,16,0,0,1,1,127,19,14,9,0,11,401,35,3,7,76,26,1,3,6,21,82,1,6,15,20,13,8,21,0,47,6,112,61,2,13,1,0,145,64,12,8,1,444,8,117,103,66,41,2,128,102,240,15,28,106,19,6,22,48,115,175,7,158,50,1,4,4,2,0,13,2,6,0,0,2,1,0,72,3,5,11,0,5,1,9,13,4,11,0,7,19,20,3,1,2,6,0,1,3,28,5,0,30,4,107,29,28,30,0,22,16,90,12,5,15,6,5,101,17,28,44,4,8,23,5,8,12,5,0,12,3,10,1,2,29,0,2,2,8,5,7,0,3,3,5,1,5,2,0,0,1,5,0,0,0,0,1,0,0,1,4,0,0,1,4,11,6,2,0,11,6,17,3,0,5,0,0,348,8,11,10,1,13,6,8,25,7,10,0,12,70,92,2,3,28,3,1,6,24,30,31,5,21,8,49,150,40,43,3,84,80,242,19,36,209,30,6,47,130,822,86,17,129,44,21,24,9,62,0,97,171,196,1,25,19,1,0,126,24,80,13,4,28,3,5,6,3,3,0,7,1,20,0,1,0,2,0,0,0,16,9,0,0,0,5,8,68,2,0,170,6,77,0,0,3,1,0,466,2,23,114,0,10,2,17,13,13,8,0,17,14,42,4,2,34,0,0,2,7,22,17,1,14,10,5
26,22,39,24,1,16,9,164,8,31,19,9,2,96,14,903,41,34,29,10,41,25,18,58,1,49,32,129,5,11,25,8,2,3,14,46,60,3,10,21,3,17,7,2,0,121,42,9,0,12,4,0,1,2,11,17,87,1,34,20,2,57,16,5,0,31,8,21,3,7,8,3,3,4,12,30,119,1,19,6,972,0,0,0,0,1,0,1,0,0,0,0,0,0,0,26,2,0,0,1,102,20,11,7,0,18,387,44,2,2,72,25,2,5,7,20,96,2,9,10,13,9,8,17,0,32,1,115,81,6,4,3,0,141,78,10,14,0,447,11,106,105,77,56,0,123,87,233,18,19,96,14,9,21,56,120,146,18,150,34,3,7,6,2,0,13,6,7,0,1,4,1,0,91,4,9,9,1,4,0,9,12,3,11,0,9,22,20,1,3,5,3,0,2,4,30,13,1,32,3,100,33,19,24,0,30,20,82,15,2,22,5,2,90,18,39,56,9,23,32,8,9,8,3,0,8,2,18,0,1,37,1,0,0,3,3,4,0,2,2,2,3,10,2,0,1,0,3,0,0,1,0,0,1,2,3,5,0,0,0,4,12,4,4,1,4,11,19,2,0,8,2,0,323,10,14,6,0,8,0,16,32,14,16,0,12,86,79,4,7,27,1,0,7,20,27,25,3,26,5,48,144,51,45,0,76,65,244,23,52,242,26,9,49,128,824,64,11,123,55,11,21,20,64,0,87,185,176,2,28,13,2,1,119,11,81,21,4,45,13,3,5,6,6,0,5,3,13,1,0,1,2,0,0,2,28,13,0,1,3,4,12,65,1,0,188,13,74,1,0,1,2,1,474,2,23,108,1,15,2,24,16,8,8,0,17,11,37,2,1,32,2,1,4,11,26,15,3,10,3,5
15,14,35,24,1,23,16,176,3,28,21,7,0,103,15,930,55,36,24,11,39,32,16,50,0,45,24,113,2,2,26,2,3,4,17,39,49,8,8,29,3,20,9,1,0,133,49,13,0,8,9,2,1,2,7,19,95,0,29,16,6,79,10,4,0,25,11,23,4,11,13,3,0,4,15,36,112,2,22,1,978,2,0,0,0,0,0,0,0,0,1,0,0,0,0,19,3,0,1,0,106,17,13,10,1,8,373,62,0,2,111,40,1,3,9,21,79,4,10,10,20,13,8,11,0,31,6,112,76,3,3,4,0,142,73,14,12,6,414,9,118,71,84,68,1,165,97,224,14,30,87,10,8,14,57,112,175,12,133,55,5,8,4,0,0,13,2,5,0,0,1,1,0,86,1,6,3,0,2,1,8,17,9,9,0,5,18,17,2,1,6,2,0,4,5,28,7,1,25,3,100,30,19,29,0,33,12,86,11,12,21,6,6,145,18,37,45,7,13,22,6,2,13,3,0,5,2,12,1,2,40,2,0,0,3,4,15,2,3,5,1,2,10,1,0,1,0,7,0,0,0,1,1,0,1,2,3,0,0,1,5,11,4,5,0,3,6,31,0,2,9,3,1,377,4,8,11,2,11,1,21,22,17,12,0,13,93,84,1,3,24,2,1,3,18,20,24,5,22,5,52,118,51,58,1,91,65,205,17,37,237,25,6,62,123,849,92,15,127,61,20,20,26,59,0,89,168,232,3,22,12,5,1,106,18,77,21,4,32,4,10,8,2,8,0,12,5,20,1,0,0,2,0,0,1,26,9,1,4,1,4,12,75,7,0,164,3,62,1,2,4,0,0,435,2,24,93,3,18,3,20,10,11,22,0,21,7,51,2,2,27,3,2,4,3,21,16,2,14,7,5
16,24,29,21,2,25,16,180,4,31,18,9,1,95,13,920,53,37,28,4,45,32,8,55,0,43,29,128,1,4,21,6,2,5,30,34,63,5,10,32,1,13,6,4,0,128,42,8,1,16,8,0,0,1,7,14,89,0,28,13,9,82,15,3,0,29,11,26,3,6,8,1,1,8,10,37,120,2,16,4,965,1,0,1,0,0,0,0,0,0,0,0,0,0,1,34,2,0,0,0,110,14,7,18,2,6,382,40,2,2,84,26,3,1,7,19,90,2,15,13,15,9,10,21,0,27,7,115,64,0,7,0,0,134,63,17,9,4,463,9,98,82,75,58,0,159,100,231,8,24,117,15,10,17,53,117,164,12,158,45,1,10,3,2,0,12,1,7,0,2,1,0,1,73,7,2,6,1,3,0,4,13,10,8,0,5,21,26,6,1,6,2,0,1,2,20,11,5,35,2,130,35,20,27,0,24,8,86,11,1,19,2,3,107,11,34,39,5,14,18,5,5,11,5,0,4,4,12,1,1,29,2,0,2,4,6,8,1,2,1,2,2,7,2,0,1,0,6,0,2,0,3,0,1,0,1,4,0,0,0,6,12,11,8,0,8,9,22,1,0,7,1,2,320,7,17,18,0,7,1,15,29,13,18,0,12,71,79,5,1,21,3,1,6,16,18,24,1,21,10,56,140,50,49,0,81,74,239,23,50,207,24,3,65,113,842,64,18,119,67,22,18,23,64,0,83,188,189,1,32,13,3,3,120,9,88,21,1,29,13,1,3,3,11,0,8,2,22,0,1,1,1,0,1,2,24,14,0,6,2,4,8,68,4,0,167,2,78,0,0,7,2,0,491,0,20,113,1,15,1,21,21,10,12,0,21,7,49,1,4,20,3,1,9,9,20,8,7,12,8,5
13,19,44,25,3,22,12,144,9,34,15,5,4,93,15,914,44,41,26,8,38,26,18,48,0,47,29,130,4,5,19,7,2,10,34,36,63,4,9,15,1,20,13,1,1,163,50,10,1,14,6,1,0,2,6,27,81,0,40,19,7,68,24,2,0,28,3,22,2,4,11,3,2,6,13,33,108,1,13,1,976,3,0,0,0,0,0,0,0,0,0,0,0,0,1,23,2,0,0,1,103,17,15,10,0,10,422,51,2,3,80,34,1,8,4,20,77,5,7,5,16,14,12,19,0,30,7,109,58,3,4,0,1,163,62,10,12,2,412,9,100,93,83,55,0,149,84,250,20,21,99,14,9,18,52,134,145,15,149,45,2,9,9,1,0,12,2,11,2,0,3,0,0,74,5,6,9,1,5,1,7,16,6,7,0,4,18,18,1,1,8,5,1,0,5,25,12,3,37,2,89,22,27,27,0,18,13,82,19,7,14,3,3,117,6,45,35,4,20,23,5,11,10,7,0,4,7,17,0,2,35,2,2,0,1,8,11,1,5,6,5,4,5,3,0,2,0,6,0,0,1,0,0,0,0,3,5,2,1,1,7,14,9,6,0,6,5,16,1,1,9,0,1,366,9,18,9,0,8,4,28,21,15,15,0,13,69,77,4,2,29,8,3,11,11,22,32,7,26,3,55,131,57,52,2,78,62,257,18,42,196,42,7,47,153,813,68,16,137,73,15,16,23,51,0,84,147,190,4,30,14,4,2,127,8,98,27,0,29,12,4,9,5,8,0,7,1,15,2,0,0,1,0,0,1,31,18,1,2,3,3,13,76,2,0,178,3,79,1,1,5,0,0,442,4,17,113,1,7,0,16,18,5,12,0,19,9,51,4,6,26,5,0,5,6,23,10,4,12,3,5
27,30,41,22,2,17,22,161,2,38,21,6,4,90,10,893,51,32,30,15,36,40,19,54,0,50,25,111,3,8,32,4,7,7,28,39,49,5,16,18,0,8,13,0,0,130,30,13,4,7,5,4,1,3,10,22,71,0,37,20,8,50,13,1,0,34,11,17,3,5,16,3,0,3,12,44,115,2,19,6,971,0,0,1,0,2,0,0,1,0,0,0,0,0,0,27,3,1,1,0,92,15,14,7,1,14,402,52,1,5,80,35,2,1,12,31,77,9,13,13,14,12,10,16,0,31,8,115,65,3,8,2,0,153,68,9,14,2,436,12,113,99,67,56,1,167,118,198,18,18,97,18,6,20,33,103,171,9,148,57,1,4,4,0,0,10,3,10,2,0,4,1,1,83,8,7,6,0,9,3,2,15,8,8,0,8,12,20,1,1,6,1,0,2,3,37,7,4,26,3,120,27,24,28,0,25,6,98,17,8,14,2,6,110,19,40,49,7,16,21,6,5,12,6,0,7,7,13,1,2,35,1,0,0,0,7,5,0,1,4,2,5,4,3,0,3,3,10,1,1,0,0,1,0,1,1,10,0,1,1,4,6,4,3,0,7,4,24,0,1,12,0,2,347,7,12,15,0,7,5,16,24,8,15,0,12,72,93,4,0,29,5,1,4,20,27,32,4,16,4,49,156,46,55,1,83,65,234,18,38,230,22,11,52,124,804,81,9,123,69,20,23,17,59,1,83,172,189,6,22,15,4,2,126,13,100,14,1,30,7,7,8,1,6,0,5,1,20,1,1,0,1,2,1,1,24,8,0,1,0,3,7,60,5,1,167,11,86,2,2,6,1,0,457,5,18,110,2,12,1,23,17,13,17,0,21,6,53,6,4,27,2,1,1,12,25,16,1,14,6,5
22,33,39,27,1,22,10,164,4,33,16,7,0,103,18,931,51,20,28,9,42,28,20,53,0,61,29,115,5,9,37,7,3,7,19,26,48,4,11,25,1,11,10,3,0,138,33,11,2,10,2,0,2,4,9,23,97,3,30,16,5,70,15,5,0,22,15,27,2,3,9,4,1,2,10,45,119,1,14,3,976,0,0,0,0,1,0,0,0,1,1,0,0,0,0,22,2,0,1,0,105,14,10,11,0,14,400,45,4,3,89,43,2,3,5,28,66,1,12,13,18,6,7,12,0,44,5,100,58,2,11,2,0,146,58,11,9,0,432,11,103,87,67,54,0,143,82,196,15,30,99,19,8,14,59,114,148,8,153,52,3,13,6,0,0,20,3,14,1,1,2,0,1,67,4,5,5,0,8,2,4,6,9,8,0,9,15,15,5,0,3,3,1,4,2,41,16,3,25,4,112,25,19,25,0,23,16,88,14,5,15,6,5,125,21,44,32,7,18,30,10,10,13,2,0,9,3,16,0,2,48,3,1,0,3,5,7,0,4,2,1,7,9,1,0,0,0,12,0,0,1,0,0,0,1,2,4,0,0,0,6,10,7,6,0,4,5,17,3,2,8,0,0,361,2,14,12,2,15,2,9,40,15,15,0,10,70,78,7,5,20,5,1,7,24,25,20,5,29,1,65,143,53,54,3,68,72,218,24,36,226,30,7,48,110,823,87,16,139,68,17,16,18,73,0,79,160,206,3,27,9,5,1,130,15,78,20,1,29,10,8,3,3,8,0,4,1,11,1,0,2,1,0,1,1,12,13,0,2,2,4,9,69,4,0,187,6,75,4,1,5,1,1,448,7,19,120,0,8,1,27,18,16,11,0,10,7,43,3,3,27,2,4,6,18,22,21,2,11,9,5
24,32,37,18,2,16,13,176,1,43,16,9,4,97,23,915,40,27,32,6,39,25,26,55,0,47,22,110,3,10,21,11,2,7,22,35,53,7,13,32,3,7,12,2,0,141,43,6,2,13,1,1,1,2,7,20,83,0,31,17,9,55,9,3,0,36,12,28,2,1,14,1,1,5,14,36,105,4,21,5,978,0,0,1,0,0,0,2,1,0,1,0,0,0,0,22,0,0,0,0,103,15,10,11,1,6,435,41,2,3,88,24,0,3,7,23,75,5,10,11,16,13,4,17,0,28,7,117,74,3,4,1,0,153,75,8,15,3,454,12,107,103,76,63,2,150,97,233,15,24,90,17,7,20,44,119,162,15,119,46,2,4,6,1,0,10,4,13,1,0,2,2,1,84,5,7,7,1,3,0,16,19,7,6,0,7,22,20,1,3,5,4,0,1,3,39,11,1,37,3,89,31,21,26,0,30,16,81,12,5,17,3,3,107,10,44,40,5,18,23,8,5,8,5,0,6,2,12,0,2,30,2,0,1,3,11,15,1,3,3,1,2,5,1,0,1,1,8,1,0,1,0,0,0,0,3,3,1,1,1,6,10,9,5,0,7,3,18,1,3,9,1,1,342,12,18,11,1,15,3,17,18,13,13,0,12,84,95,2,1,27,3,1,4,24,32,17,3,25,4,63,151,47,53,0,82,75,222,19,56,203,33,6,63,121,820,94,15,139,55,15,20,17,64,0,75,154,196,7,34,15,2,2,101,15,95,16,0,33,16,5,5,3,4,0,10,1,19,2,0,1,0,1,1,0,17,13,0,4,4,4,15,71,3,0,190,5,72,3,2,4,1,0,481,3,26,97,0,8,0,26,10,11,10,0,19,8,40,4,2,32,2,0,3,7,27,20,1,19,8,5
