AA,AR,AN,AD,AC,AE,AQ,AG,AH,AI,AL,AK,AM,AF,AP,AS,AT,AW,AY,AV,RA,RR,RN,RD,RC,RE,RQ,RG,RH,RI,RL,RK,RM,RF,RP,RS,RT,RW,RY,RV,NA,NR,NN,ND,NC,NE,NQ,NG,NH,NI,NL,NK,NM,NF,NP,NS,NT,NW,NY,NV,DA,DR,DN,DD,DC,DE,DQ,DG,DH,DI,DL,DK,DM,DF,DP,DS,DT,DW,DY,DV,CA,CR,CN,CD,CC,CE,CQ,CG,CH,CI,CL,CK,CM,CF,CP,CS,CT,CW,CY,CV,EA,ER,EN,ED,EC,EE,EQ,EG,EH,EI,EL,EK,EM,EF,EP,ES,ET,EW,EY,EV,QA,QR,QN,QD,QC,QE,QQ,QG,QH,QI,QL,QK,QM,QF,QP,QS,QT,QW,QY,QV,GA,GR,GN,GD,GC,GE,GQ,GG,GH,GI,GL,GK,GM,GF,GP,GS,GT,GW,GY,GV,HA,HR,HN,HD,HC,HE,HQ,HG,HH,HI,HL,HK,HM,HF,HP,HS,HT,HW,HY,HV,IA,IR,IN,ID,IC,IE,IQ,IG,IH,II,IL,IK,IM,IF,IP,IS,IT,IW,IY,IV,LA,LR,LN,LD,LC,LE,LQ,LG,LH,LI,LL,LK,LM,LF,LP,LS,LT,LW,LY,LV,KA,KR,KN,KD,KC,KE,KQ,KG,KH,KI,KL,KK,KM,KF,KP,KS,KT,KW,KY,KV,MA,MR,MN,MD,MC,ME,MQ,MG,MH,MI,ML,MK,MM,MF,MP,MS,MT,MW,MY,MV,FA,FR,FN,FD,FC,FE,FQ,FG,FH,FI,FL,FK,FM,FF,FP,FS,FT,FW,FY,FV,PA,PR,PN,PD,PC,PE,PQ,PG,PH,PI,PL,PK,PM,PF,PP,PS,PT,PW,PY,PV,SA,SR,SN,SD,SC,SE,SQ,SG,SH,SI,SL,SK,SM,SF,SP,SS,ST,SW,SY,SV,TA,TR,TN,TD,TC,TE,TQ,TG,TH,TI,TL,TK,TM,TF,TP,TS,TT,TW,TY,TV,WA,WR,WN,WD,WC,WE,WQ,WG,WH,WI,WL,WK,WM,WF,WP,WS,WT,WW,WY,WV,YA,YR,YN,YD,YC,YE,YQ,YG,YH,YI,YL,YK,YM,YF,YP,YS,YT,YW,YY,YV,VA,VR,VN,VD,VC,VE,VQ,VG,VH,VI,VL,VK,VM,VF,VP,VS,VT,VW,VY,VV,target
14,22,40,25,0,14,22,165,1,33,19,9,2,104,10,923,42,20,34,13,36,28,23,41,0,49,34,133,2,7,24,10,7,8,26,31,67,2,10,30,2,14,9,4,0,139,49,15,2,13,1,0,0,1,8,18,88,1,21,21,4,69,12,4,0,25,21,29,2,5,14,6,3,2,9,36,109,4,13,2,969,0,0,0,0,0,0,0,0,0,1,0,0,0,0,31,2,0,0,0,108,18,11,12,0,14,393,45,0,5,84,33,0,8,5,18,92,2,11,12,17,5,1,24,0,42,2,127,77,2,4,3,1,154,74,13,12,1,431,11,111,96,75,62,0,161,87,232,11,21,97,19,5,15,48,102,166,11,121,73,4,4,4,0,0,14,0,10,2,0,1,1,1,86,6,3,7,0,6,1,8,14,9,6,0,2,24,28,1,3,11,3,3,1,7,25,8,7,28,1,104,32,19,24,0,31,10,81,13,9,18,3,7,114,19,37,40,5,13,25,9,6,12,7,0,6,6,16,1,2,35,1,0,2,2,5,10,1,4,7,3,2,6,3,0,2,1,9,0,0,0,1,0,0,1,4,5,0,2,2,7,13,4,4,0,4,5,22,2,3,5,1,1,360,4,12,9,0,10,2,9,29,15,18,0,11,89,68,5,4,27,2,2,3,18,19,21,5,19,6,55,155,58,42,3,75,75,219,20,48,209,30,6,54,102,800,79,16,119,65,18,23,21,64,0,84,166,186,4,29,18,5,2,100,16,90,15,2,28,13,4,7,4,4,0,6,1,15,0,2,0,1,0,0,0,18,14,0,3,0,4,14,70,5,0,163,6,53,2,0,4,1,0,455,2,22,88,0,6,2,26,17,13,20,0,29,10,60,5,3,32,3,1,1,13,23,10,2,18,8,5
14,40,49,25,1,16,14,152,2,24,19,7,3,107,15,934,47,27,26,10,32,25,25,51,0,50,30,110,2,7,26,3,4,7,19,31,50,7,12,24,2,16,12,1,0,149,42,7,0,14,5,1,1,1,7,18,100,2,28,23,10,51,12,4,0,27,9,33,1,6,7,4,1,2,18,39,108,4,16,3,974,2,0,0,0,1,0,1,0,0,0,0,0,0,0,25,1,0,0,0,122,15,9,12,0,23,381,46,4,6,94,36,0,3,14,27,90,5,5,13,13,11,11,20,0,35,11,113,66,2,8,4,1,158,65,5,9,2,402,12,119,81,78,56,0,154,99,202,12,35,100,16,6,15,59,114,156,9,164,40,2,5,5,0,0,14,2,7,0,0,5,0,0,78,5,5,3,0,3,1,7,8,6,6,0,10,17,25,2,1,11,3,1,1,8,31,5,0,33,4,116,29,26,21,0,27,13,83,12,4,15,4,4,132,12,32,44,7,11,24,4,2,13,5,0,10,3,13,0,0,45,1,1,0,6,2,10,2,1,2,2,1,8,4,0,5,0,4,0,0,0,0,0,0,1,2,7,0,1,3,5,7,7,5,0,8,9,27,2,0,7,1,1,379,6,21,5,4,12,0,20,29,12,19,0,12,71,86,6,8,19,4,0,4,14,31,24,1,28,9,45,144,54,51,2,83,65,247,15,43,210,27,12,61,110,809,88,11,115,61,19,21,17,57,0,87,170,210,6,24,10,4,1,130,20,71,20,4,29,11,11,5,1,7,0,7,3,20,2,0,0,0,0,2,0,18,10,0,1,2,2,7,71,2,0,163,6,78,1,1,5,1,1,420,6,16,120,1,6,2,13,16,13,9,1,24,3,51,2,4,30,4,1,6,12,22,14,3,16,7,5
13,30,41,20,2,24,14,150,3,30,18,6,0,100,8,925,43,26,25,8,52,35,23,54,0,47,34,127,4,5,33,5,4,4,17,35,47,4,12,29,0,21,7,2,0,130,46,9,1,20,3,1,0,0,3,19,99,0,33,17,5,64,15,3,0,31,8,29,1,10,11,2,2,4,16,38,125,6,19,5,968,1,0,1,0,2,0,1,0,0,0,0,0,0,1,32,3,0,0,0,110,16,12,9,2,8,368,44,1,3,84,26,2,3,5,15,81,1,10,8,18,9,5,18,0,39,8,121,71,0,6,4,2,145,70,13,17,2,422,8,92,105,82,53,3,147,91,234,11,18,91,18,7,28,43,110,149,9,161,55,0,11,6,1,0,10,1,9,0,1,4,0,0,82,5,8,4,0,2,1,10,14,9,3,2,5,29,17,1,1,8,1,1,4,9,25,10,1,36,1,91,28,19,39,0,20,7,91,16,5,23,4,7,112,15,37,41,7,12,27,4,2,15,5,0,8,5,9,2,0,27,4,2,2,4,6,7,2,2,4,1,4,8,3,0,4,0,12,0,2,0,1,0,1,0,1,6,0,0,4,1,14,7,4,0,7,4,30,2,2,9,0,1,347,14,17,17,2,6,2,5,25,11,21,0,14,82,72,7,7,30,6,3,7,15,31,29,8,19,6,58,140,52,64,0,60,70,220,17,38,212,20,13,66,133,834,74,16,109,68,27,20,14,75,0,85,180,189,3,35,12,4,2,123,22,67,21,2,25,13,5,9,4,5,0,3,1,17,1,2,2,2,0,0,0,14,16,0,3,3,3,9,62,0,0,149,11,77,2,2,2,3,1,452,5,15,109,0,10,2,23,14,19,14,0,15,19,49,2,6,26,3,0,6,13,22,21,1,8,8,5
26,28,47,22,2,17,8,169,3,37,6,14,3,102,15,920,48,30,28,16,46,22,25,50,1,49,27,127,2,3,35,6,4,5,19,32,43,2,15,23,2,13,6,1,0,121,35,12,1,13,7,2,1,4,8,22,97,2,26,24,3,68,11,0,0,24,5,28,3,4,11,2,1,8,12,29,115,2,12,2,963,2,0,0,0,1,1,0,0,0,0,1,0,1,1,32,1,0,1,1,105,18,8,7,0,18,391,49,0,6,85,24,1,7,11,18,83,5,9,12,19,9,8,20,0,28,7,126,57,3,7,1,1,139,60,11,6,2,454,8,108,111,86,46,0,161,100,221,13,18,101,12,3,21,51,111,185,15,138,58,0,10,6,1,0,14,1,10,0,0,4,1,0,70,1,4,3,1,3,1,9,11,2,4,0,7,18,21,2,1,5,4,1,1,8,34,2,3,36,3,122,27,21,24,0,16,20,100,18,4,22,4,5,106,11,28,48,5,9,16,10,3,14,6,0,10,5,14,1,1,27,1,0,0,3,9,9,0,3,4,2,3,6,2,0,3,1,10,1,1,1,0,0,1,1,3,4,0,0,2,9,11,4,4,0,2,8,22,1,1,11,3,1,342,3,18,7,0,9,0,11,20,12,11,0,8,75,86,5,5,29,1,2,3,14,30,25,2,21,9,56,134,43,53,2,92,67,242,18,43,200,31,14,51,116,815,83,14,126,62,13,19,17,74,0,83,176,190,1,28,14,8,2,115,16,77,25,1,30,18,5,4,5,4,0,1,3,17,0,0,5,1,1,0,1,22,13,0,1,1,2,5,64,0,0,191,6,73,2,0,1,1,0,475,3,20,95,0,12,0,30,18,12,11,0,11,12,42,2,4,35,3,1,5,15,27,15,0,17,6,5
20,23,31,24,0,19,12,167,3,34,13,12,1,109,7,933,39,30,27,12,39,26,21,52,0,46,30,116,7,8,23,8,2,8,22,29,42,4,18,27,6,15,12,4,0,158,43,12,3,9,8,3,0,2,10,15,83,1,23,12,6,58,20,0,0,23,9,17,1,3,14,2,0,3,13,41,99,3,9,6,979,0,0,0,0,0,0,1,0,1,0,0,0,1,0,20,1,0,0,0,118,12,8,7,0,13,408,40,2,3,74,31,3,5,4,11,82,5,15,9,12,11,4,13,0,32,7,132,70,0,10,5,0,171,75,13,16,2,414,12,100,92,92,59,1,125,105,233,16,23,107,20,13,26,48,94,148,18,160,60,4,6,4,2,0,16,2,7,0,2,3,3,0,79,5,5,8,1,4,0,4,16,5,10,0,6,15,13,2,0,4,4,0,1,7,25,11,1,40,3,103,31,27,18,0,21,13,113,13,4,21,5,2,99,22,41,43,7,25,19,3,9,16,3,0,7,4,20,1,1,40,0,2,1,6,3,8,1,3,4,3,3,8,1,0,1,0,13,0,2,1,1,0,0,0,2,3,1,1,0,4,15,3,5,1,7,4,21,2,2,5,1,2,366,11,11,12,0,11,3,12,36,7,20,0,9,81,79,5,4,32,4,2,4,15,32,31,2,31,5,52,125,50,33,0,82,77,245,19,38,229,24,10,48,131,851,66,18,121,50,14,20,17,50,0,94,174,170,1,31,10,3,2,115,18,83,21,3,21,9,8,4,2,9,0,1,1,14,1,1,3,2,0,1,1,28,22,1,1,0,6,13,78,0,0,173,2,75,1,0,5,1,0,445,5,14,113,1,7,4,23,13,14,17,1,17,12,52,4,1,25,3,1,2,11,18,8,1,12,11,5
25,30,38,20,0,23,5,155,5,26,12,11,1,102,14,918,54,27,29,9,43,29,20,63,1,44,28,133,3,9,30,10,4,6,22,30,54,5,15,32,4,13,12,4,0,152,40,12,0,6,4,0,1,3,12,17,87,4,25,16,2,66,12,2,1,24,5,23,4,3,18,2,3,7,9,40,121,4,29,1,976,2,0,1,0,0,0,1,0,0,1,0,0,0,0,21,1,0,1,0,110,20,11,5,0,15,418,41,2,5,82,42,1,1,7,19,80,2,12,12,14,15,6,19,0,30,5,120,58,3,4,2,2,169,58,5,16,1,429,8,99,94,65,58,0,157,101,191,18,23,86,19,6,14,48,130,157,15,142,47,0,16,10,0,0,16,4,8,1,1,1,1,0,69,2,10,6,2,1,1,15,15,9,7,0,7,10,22,4,4,6,1,1,0,7,26,6,2,26,6,98,27,31,28,1,28,15,73,18,11,15,1,4,116,13,26,51,5,18,25,7,6,8,6,0,7,8,20,0,3,40,2,0,2,6,6,3,1,2,3,0,3,13,1,0,1,0,8,0,1,0,0,0,0,0,2,2,0,1,0,4,17,10,1,0,6,5,23,2,1,8,0,1,378,6,11,8,2,3,4,9,21,20,19,1,5,64,83,0,3,29,1,1,1,20,29,25,4,26,5,62,153,43,52,0,72,63,250,24,50,223,31,4,58,116,842,65,19,113,58,16,26,19,64,0,95,177,182,6,21,9,3,2,112,13,99,22,2,32,19,5,7,5,10,0,6,2,12,1,0,2,1,0,1,1,20,20,1,4,1,2,10,69,2,0,182,5,74,1,0,5,0,0,445,2,14,109,1,14,1,13,11,11,14,0,15,9,39,2,4,29,3,1,6,10,33,32,2,14,6,5
21,25,30,18,1,15,13,184,6,29,20,12,1,98,15,930,45,29,32,15,33,23,20,54,0,60,31,110,2,10,27,3,2,2,29,38,60,5,17,22,1,13,6,2,0,139,49,7,1,16,6,0,0,3,7,12,85,1,27,13,10,62,14,1,0,24,10,24,0,3,9,2,0,8,7,37,126,2,22,4,975,1,0,0,0,0,0,0,0,1,1,0,0,0,0,24,1,0,0,0,103,19,9,8,0,9,396,54,1,2,88,32,2,4,10,20,67,5,6,8,16,15,9,13,0,26,8,132,75,7,5,1,2,156,73,9,11,5,448,9,124,104,69,56,0,137,115,219,9,21,105,20,7,19,32,109,135,17,140,63,0,8,1,2,0,12,2,8,1,1,1,1,0,85,4,4,2,0,1,1,11,13,7,10,0,5,23,9,3,3,3,2,0,1,7,37,11,2,29,3,123,31,15,34,0,20,17,85,14,2,26,11,2,108,21,39,39,13,14,25,7,8,16,4,0,7,7,22,1,2,36,1,0,1,5,1,8,0,5,3,1,4,5,2,0,2,0,11,0,0,2,1,0,0,0,1,2,1,1,0,3,13,7,6,0,3,6,21,0,2,10,2,1,343,7,16,8,4,8,4,11,20,14,13,0,15,78,82,4,5,31,4,3,9,20,23,28,8,19,2,53,145,59,51,2,83,67,208,14,48,224,38,7,47,131,831,82,7,136,57,21,18,25,59,0,74,176,182,2,24,14,1,2,113,11,82,18,2,29,15,4,7,4,9,0,8,3,20,0,0,4,2,0,0,2,24,15,0,0,1,0,9,67,6,0,182,7,71,0,0,1,0,0,463,2,21,109,1,10,1,22,10,11,17,0,22,12,52,1,3,26,1,4,4,6,32,16,1,6,6,5
21,28,41,25,1,21,10,175,8,29,19,8,1,111,19,930,36,29,32,8,40,31,16,47,0,45,28,132,4,7,21,2,2,3,21,25,74,7,11,26,2,16,6,1,0,144,37,14,4,13,3,2,1,1,14,12,88,0,37,16,6,54,12,2,0,29,6,23,2,4,10,3,1,4,14,23,118,1,15,3,965,2,0,0,1,0,0,0,0,0,0,1,0,2,0,32,0,0,0,2,114,13,10,7,0,10,401,38,2,2,86,29,0,6,9,22,68,2,7,7,16,13,11,14,0,31,4,111,58,5,7,2,0,159,56,5,13,1,419,10,121,97,83,51,0,137,91,219,13,20,88,18,13,19,51,123,168,9,175,60,2,13,5,1,0,9,1,14,2,1,1,1,0,66,1,8,7,0,7,0,9,12,5,9,0,6,17,18,0,2,8,2,0,3,3,32,13,3,31,0,106,37,24,16,0,15,13,104,12,4,20,2,4,116,13,32,40,4,17,19,6,3,12,1,0,5,6,16,1,1,31,0,1,0,0,5,15,1,0,0,7,4,9,2,0,2,2,6,0,0,0,2,0,0,0,3,5,0,0,0,4,11,2,4,0,7,3,28,2,1,6,2,0,376,0,14,9,2,7,5,11,32,16,18,1,14,69,71,4,4,26,4,3,4,18,25,24,3,20,7,56,127,51,50,2,70,66,222,22,45,233,21,10,45,126,848,80,13,123,71,25,20,15,60,0,93,160,219,2,28,10,2,0,122,12,73,18,3,31,19,5,8,2,8,0,3,2,13,0,2,1,2,0,0,2,21,8,0,1,3,2,11,73,2,0,178,11,84,2,0,2,0,2,441,1,26,111,1,11,0,34,10,18,12,0,14,8,49,1,5,26,1,4,5,14,22,17,2,14,11,5
19,28,38,24,3,14,15,173,4,28,17,9,0,99,16,929,51,36,33,11,52,34,14,47,1,37,29,122,5,6,34,4,4,7,26,29,56,3,16,21,0,4,7,2,0,164,36,11,2,11,5,1,0,2,12,17,82,2,22,23,4,68,5,3,0,30,10,22,3,4,12,2,0,10,10,37,119,4,20,2,974,1,0,0,0,0,0,1,0,0,0,0,0,0,0,26,1,1,0,0,113,10,14,9,0,4,429,45,2,3,83,30,1,3,7,22,89,2,7,10,18,6,4,14,0,40,7,111,54,4,4,2,0,173,51,14,15,3,447,12,118,95,78,64,0,158,79,239,18,27,105,12,6,22,33,102,156,12,115,62,2,9,4,2,0,12,5,10,1,3,3,1,0,63,2,6,5,1,4,1,8,13,10,9,0,5,16,14,0,3,5,3,2,5,7,33,12,2,36,6,120,33,16,32,0,20,13,90,13,9,13,3,3,110,19,35,47,5,16,18,7,5,10,3,0,6,3,13,0,3,38,2,1,2,4,5,11,0,2,1,1,0,5,5,0,2,1,11,0,0,0,0,0,0,0,2,2,0,0,0,4,13,9,4,0,4,4,13,1,2,8,1,0,375,8,9,15,1,13,2,13,20,12,17,0,11,59,72,3,4,35,2,2,7,26,35,31,2,22,7,44,162,51,37,0,73,75,248,21,41,210,32,9,43,122,815,64,19,139,71,26,14,19,63,0,96,176,191,1,34,13,4,0,87,14,86,14,0,35,8,1,7,1,9,0,6,2,15,1,1,3,2,0,0,4,27,12,0,2,1,2,13,88,10,0,182,9,49,3,1,2,2,0,475,5,20,82,0,6,0,21,12,18,11,0,19,11,51,2,5,25,4,1,3,14,27,17,1,14,11,5
19,26,37,19,4,24,5,154,5,35,11,7,1,105,16,903,58,32,35,10,47,17,21,50,0,49,32,104,4,10,22,4,6,2,24,31,64,5,13,20,3,11,12,0,0,149,36,14,2,9,2,1,0,2,6,21,85,2,31,18,7,64,21,3,0,22,9,26,2,5,10,3,1,5,8,35,112,3,24,3,967,2,1,0,0,0,0,2,0,0,1,0,0,1,1,32,0,0,0,0,115,18,13,14,0,7,401,47,1,3,73,31,1,8,4,15,92,4,13,15,16,9,6,24,1,40,3,127,58,3,10,2,1,160,59,8,11,1,437,16,117,90,90,62,0,144,104,219,15,28,92,15,11,22,39,104,162,14,144,37,1,8,4,1,0,15,4,10,0,1,1,0,0,73,4,11,6,0,5,0,12,8,9,7,0,9,22,23,4,1,6,2,1,2,5,29,5,0,38,1,88,36,18,25,1,13,14,83,21,3,18,4,2,100,12,34,42,3,16,33,3,4,11,4,0,9,3,19,1,2,33,0,1,0,3,3,6,1,2,1,3,2,6,3,0,1,2,9,0,1,1,1,0,1,3,2,4,0,0,0,5,10,6,6,0,6,6,30,3,2,8,0,1,356,10,16,14,0,9,3,8,22,13,16,0,13,68,72,5,3,27,1,1,4,15,29,26,3,23,2,53,150,42,47,1,77,80,233,13,35,200,28,8,66,114,829,75,10,116,76,22,16,14,64,0,80,177,194,6,35,18,3,0,119,6,98,21,1,30,14,2,3,4,3,0,7,2,18,0,2,2,2,1,0,1,21,11,0,2,1,0,12,65,0,0,187,16,77,1,2,3,0,2,461,6,12,105,0,14,2,18,17,11,15,0,23,8,48,3,4,28,2,1,4,15,20,19,3,13,14,5
20,31,40,23,3,26,16,147,7,38,17,9,4,108,18,911,50,21,27,22,43,40,18,40,1,43,34,117,3,9,42,7,2,5,24,33,58,6,15,15,3,13,16,1,0,140,32,11,0,12,6,3,0,1,9,23,98,1,35,14,6,64,12,3,0,27,5,24,5,4,15,0,0,4,13,40,120,4,23,5,973,1,0,0,0,0,1,0,0,1,1,0,0,1,0,27,0,0,1,0,114,16,10,7,0,14,393,46,0,2,95,34,1,3,9,23,73,3,13,9,17,10,7,26,0,27,6,113,59,4,2,1,2,157,58,7,17,2,416,11,99,101,77,66,0,165,83,219,10,20,90,15,10,17,46,103,172,17,142,64,0,5,5,1,0,9,4,3,1,1,2,1,0,69,3,7,8,0,5,1,13,13,2,5,0,4,18,14,3,0,10,1,2,1,5,31,13,1,24,3,121,27,13,27,0,31,16,113,15,9,15,1,2,123,11,33,37,7,11,19,2,4,13,2,0,5,3,19,0,1,33,2,1,0,4,3,10,0,4,6,3,3,14,4,0,3,1,8,0,1,1,1,0,1,0,1,3,0,1,0,3,11,5,8,0,3,3,23,2,1,6,0,0,381,4,18,12,1,9,5,19,23,13,21,0,8,64,74,4,5,34,4,3,5,24,26,21,2,29,7,53,143,45,51,2,63,77,227,8,31,219,21,15,60,123,823,97,10,122,66,20,24,25,60,0,97,171,220,6,23,6,6,1,119,16,90,20,3,31,8,3,5,7,6,0,6,3,16,0,0,1,1,1,1,3,15,7,1,3,0,5,5,78,0,0,175,5,75,1,1,8,2,0,437,6,19,114,0,13,2,21,16,18,23,0,19,7,47,1,0,28,3,1,2,10,23,16,0,22,12,5
23,20,30,32,3,16,13,186,5,37,15,4,2,102,15,907,36,30,24,12,43,27,25,51,0,42,22,122,7,3,31,5,0,6,19,37,46,5,14,26,3,11,9,2,0,126,36,9,2,10,3,0,0,3,4,14,90,0,20,16,3,71,11,6,0,35,10,34,3,6,11,1,3,1,13,45,116,7,23,3,963,0,0,0,0,0,0,0,0,1,1,0,0,0,1,35,1,0,0,3,107,20,3,14,1,15,396,49,1,1,78,36,2,6,10,20,95,5,11,8,15,6,7,23,0,31,5,101,62,5,9,1,1,146,65,16,12,1,446,11,103,99,68,52,0,145,95,256,16,35,83,14,5,17,39,130,153,16,131,56,3,10,2,3,0,14,1,12,0,3,2,0,0,74,5,7,5,1,4,0,5,13,5,5,0,10,18,20,3,1,4,1,0,2,5,38,6,2,31,2,109,23,22,29,0,25,14,76,14,4,28,5,2,109,16,39,45,5,12,31,3,5,7,1,0,8,5,14,0,1,36,0,0,2,1,5,10,1,2,0,1,4,5,2,0,1,2,11,0,1,1,1,0,0,1,3,3,0,1,0,4,11,5,9,0,3,8,22,1,0,7,1,1,354,4,14,8,0,11,0,10,26,10,19,0,15,77,72,5,2,25,2,3,3,15,24,24,3,13,4,57,137,48,58,1,91,68,219,21,32,232,23,16,54,115,822,89,9,136,74,22,19,17,66,0,80,178,180,3,28,10,2,1,106,13,82,24,6,31,15,7,4,2,8,0,10,4,17,0,0,1,2,0,0,0,24,14,1,1,2,2,12,69,3,0,184,3,59,1,0,3,0,0,472,0,14,97,1,9,2,29,13,13,19,0,27,8,54,2,1,28,3,1,6,11,26,9,4,11,6,5
24,29,37,20,1,24,14,149,3,36,16,10,2,105,12,916,53,28,17,6,41,28,20,45,0,57,35,107,2,10,36,7,4,4,32,27,43,4,12,16,1,7,9,3,0,129,44,7,0,10,9,2,1,2,11,19,86,1,35,10,6,58,12,2,0,25,8,18,2,4,12,2,3,3,9,33,123,2,14,2,966,1,0,0,0,1,0,1,0,0,0,0,0,1,1,28,4,0,0,0,106,15,7,14,1,17,403,53,2,5,83,28,3,6,4,14,86,5,12,12,19,10,11,20,0,30,2,116,64,5,4,3,1,145,67,14,11,1,445,8,91,89,71,56,0,159,102,247,12,28,115,16,6,27,41,124,139,12,149,49,2,4,2,1,0,11,0,7,0,0,2,3,0,80,4,5,6,1,4,0,7,10,6,6,0,6,13,22,1,1,3,3,3,1,12,39,17,0,34,5,119,21,19,24,0,19,11,82,18,5,22,4,6,109,18,29,45,6,24,20,1,7,8,7,0,10,3,24,0,3,30,1,0,0,3,1,10,0,4,5,4,3,12,1,0,1,0,8,0,0,0,1,0,1,2,2,8,0,1,1,10,15,4,2,0,6,4,21,0,2,11,2,1,343,4,23,7,0,10,3,12,20,15,13,0,8,73,92,5,5,27,3,2,7,14,29,21,5,24,3,61,148,56,35,0,83,67,243,19,42,195,26,10,54,124,810,82,16,137,64,21,23,12,66,0,85,179,185,1,25,11,4,2,112,11,82,16,4,37,12,3,5,5,10,1,4,4,20,0,0,1,0,0,0,0,24,5,1,2,2,0,19,70,2,0,189,7,89,1,2,1,1,0,467,3,19,109,0,12,2,8,18,10,11,0,12,7,42,2,6,23,1,1,1,6,34,17,1,20,12,5
25,24,42,22,1,23,15,188,4,34,18,5,1,99,25,927,42,23,25,6,37,32,17,48,1,43,38,127,4,6,21,3,2,7,30,32,62,6,16,23,3,7,11,2,0,152,42,8,1,13,5,1,0,0,6,20,81,1,26,19,0,70,16,2,0,29,15,27,3,5,7,0,0,3,10,27,126,2,13,5,969,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,3,0,0,0,107,15,9,15,0,11,402,52,0,5,73,40,1,5,7,20,71,2,6,9,24,13,2,15,0,33,10,120,75,4,10,2,2,153,79,9,17,0,426,2,99,97,87,53,0,141,89,237,12,25,94,16,12,23,51,118,168,20,127,54,0,5,3,1,0,7,2,10,1,2,2,0,1,90,4,7,7,1,7,0,11,8,9,6,0,7,19,24,2,3,9,2,2,2,5,23,9,1,27,3,106,34,19,17,0,22,13,68,16,4,18,3,2,118,17,33,39,5,16,33,7,3,8,4,0,4,6,16,0,2,40,1,1,0,3,6,5,2,4,2,1,3,8,4,0,2,0,7,0,0,0,2,1,1,2,0,4,2,0,2,7,13,5,2,0,6,5,28,1,1,7,1,0,360,9,10,5,1,16,2,20,32,6,25,0,12,87,81,6,4,33,3,2,3,22,29,32,6,26,5,71,138,50,48,1,74,68,236,17,34,199,25,10,54,135,817,85,17,120,63,25,29,24,76,0,81,168,186,1,27,15,6,1,109,16,84,29,0,37,14,7,7,5,7,0,5,1,13,2,1,2,1,0,0,1,17,21,0,2,1,3,11,63,3,0,183,8,58,2,0,3,0,0,447,4,20,99,3,6,2,27,14,14,10,0,15,8,37,3,2,26,3,1,5,8,33,23,1,15,11,5
19,26,40,25,4,13,13,162,4,37,10,9,3,106,26,907,42,37,26,11,40,31,21,50,3,49,32,118,5,5,23,7,2,7,22,31,58,5,14,32,0,11,11,3,0,151,36,10,1,7,2,0,1,4,9,17,90,1,31,16,5,73,12,4,0,16,7,22,2,6,9,2,2,3,12,33,132,4,16,4,969,4,0,1,1,0,1,2,0,0,1,0,0,0,1,32,1,0,0,0,108,16,16,6,0,14,385,44,0,3,80,36,1,2,3,22,86,2,7,9,14,19,5,8,1,38,3,128,59,1,4,1,0,149,55,7,15,1,434,15,113,89,87,51,1,151,106,214,14,25,101,13,8,11,48,110,161,17,153,58,4,4,3,1,0,11,4,11,1,0,3,0,1,76,1,5,5,0,7,0,10,7,3,7,1,4,19,25,1,0,4,0,2,3,3,31,11,1,33,2,101,28,20,31,0,19,7,96,17,6,17,1,5,117,13,31,44,4,6,25,7,8,11,4,0,7,3,12,1,4,37,1,0,1,1,5,4,0,2,1,4,2,9,2,0,1,1,10,0,0,0,0,1,1,0,4,5,0,2,1,5,9,8,4,0,6,7,25,1,1,9,0,1,353,6,14,5,5,15,1,10,22,6,22,0,12,66,85,1,0,29,2,2,3,16,29,27,5,18,4,56,143,43,52,2,72,59,215,17,38,220,33,12,54,121,825,76,14,144,65,16,22,22,67,0,86,189,208,6,29,10,3,0,120,7,83,21,3,26,8,6,7,5,7,0,6,2,18,1,2,0,0,0,0,3,26,15,0,2,4,3,13,68,4,0,167,6,81,2,1,5,0,0,459,5,24,110,0,10,3,30,21,11,15,0,17,11,45,4,2,24,1,2,6,7,25,18,5,15,8,5
